document_title,eisenhower_url,naid,collection,topic,bibliography_matches,matched_bibliography_files,unit_record_matches,matched_unit_records
"Service: Widow(?) of Gilbert E. Weldon, Battery C, 432 AA Bn, North Africa & Italy",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,service as a military chaplain is in the Dwight D. Eisenhower Library Collection of Box 1,North African Campaign (Subject Guide),9,cos_44_5th_mtg_o_7_jan_44_01KPTACG03MF8E50PDEB4W5XC5.json; a_history_of_the_second_united_states_armored_division_01KTC6TXE50NV5RV9J4CCJD22P.json; ch_i_01KQ663BC560ZY6C8AQKGCD1JE.json; a_history_of_the_second_united_states_armored_division_01KTACETX1WEW4BZEBHEHX565D.json; general_krueger_report_01KRSWWNXWFXBX6BK5CRG08Q16.json,0,
"Diary (1)-(3) [original diary, electrostatic copy and typed transcript, covering Mar 1943Sept 1945; ",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,service as a military chaplain is in the Dwight D. Eisenhower Library Collection of Box 1,North African Campaign (Subject Guide),9,cos_44_5th_mtg_o_7_jan_44_01KPTACG03MF8E50PDEB4W5XC5.json; a_history_of_the_second_united_states_armored_division_01KTC6TXE50NV5RV9J4CCJD22P.json; ch_i_01KQ663BC560ZY6C8AQKGCD1JE.json; a_history_of_the_second_united_states_armored_division_01KTACETX1WEW4BZEBHEHX565D.json; general_krueger_report_01KRSWWNXWFXBX6BK5CRG08Q16.json,0,
"Service: 81 Armd Rcn Bn, North Africa and Italy",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,service as a military chaplain is in the Dwight D. Eisenhower Library Collection of Box 1,North African Campaign (Subject Guide),9,cos_44_5th_mtg_o_7_jan_44_01KPTACG03MF8E50PDEB4W5XC5.json; a_history_of_the_second_united_states_armored_division_01KTC6TXE50NV5RV9J4CCJD22P.json; ch_i_01KQ663BC560ZY6C8AQKGCD1JE.json; a_history_of_the_second_united_states_armored_division_01KTACETX1WEW4BZEBHEHX565D.json; general_krueger_report_01KRSWWNXWFXBX6BK5CRG08Q16.json,0,
"Memoirs [account of war entitled “One Soldiers Memories,” donor served North Africa",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,service as a military chaplain is in the Dwight D. Eisenhower Library Collection of Box 1,North African Campaign (Subject Guide),9,cos_44_5th_mtg_o_7_jan_44_01KPTACG03MF8E50PDEB4W5XC5.json; a_history_of_the_second_united_states_armored_division_01KTC6TXE50NV5RV9J4CCJD22P.json; ch_i_01KQ663BC560ZY6C8AQKGCD1JE.json; a_history_of_the_second_united_states_armored_division_01KTACETX1WEW4BZEBHEHX565D.json; general_krueger_report_01KRSWWNXWFXBX6BK5CRG08Q16.json,0,
"Service: North Africa Service Command, US Army; brother of Lloyd Woellhof, US",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,service as a military chaplain is in the Dwight D. Eisenhower Library Collection of Box 1,North African Campaign (Subject Guide),9,cos_44_5th_mtg_o_7_jan_44_01KPTACG03MF8E50PDEB4W5XC5.json; a_history_of_the_second_united_states_armored_division_01KTC6TXE50NV5RV9J4CCJD22P.json; ch_i_01KQ663BC560ZY6C8AQKGCD1JE.json; a_history_of_the_second_united_states_armored_division_01KTACETX1WEW4BZEBHEHX565D.json; general_krueger_report_01KRSWWNXWFXBX6BK5CRG08Q16.json,0,
"Service: 1 Signal Armd Bn, N Africa & Europe",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,service as a military chaplain is in the Dwight D. Eisenhower Library Collection of Box 1,North African Campaign (Subject Guide),9,cos_44_5th_mtg_o_7_jan_44_01KPTACG03MF8E50PDEB4W5XC5.json; a_history_of_the_second_united_states_armored_division_01KTC6TXE50NV5RV9J4CCJD22P.json; ch_i_01KQ663BC560ZY6C8AQKGCD1JE.json; a_history_of_the_second_united_states_armored_division_01KTACETX1WEW4BZEBHEHX565D.json; general_krueger_report_01KRSWWNXWFXBX6BK5CRG08Q16.json,0,
Interview #2 – Service with the State Department’s Division of Near Eastern and African,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),9,cos_44_5th_mtg_o_7_jan_44_01KPTACG03MF8E50PDEB4W5XC5.json; a_history_of_the_second_united_states_armored_division_01KTC6TXE50NV5RV9J4CCJD22P.json; ch_i_01KQ663BC560ZY6C8AQKGCD1JE.json; a_history_of_the_second_united_states_armored_division_01KTACETX1WEW4BZEBHEHX565D.json; general_krueger_report_01KRSWWNXWFXBX6BK5CRG08Q16.json,0,
Conference: Russian desire to control Italy’s former African colony of Libya.,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),9,cos_44_5th_mtg_o_7_jan_44_01KPTACG03MF8E50PDEB4W5XC5.json; a_history_of_the_second_united_states_armored_division_01KTC6TXE50NV5RV9J4CCJD22P.json; ch_i_01KQ663BC560ZY6C8AQKGCD1JE.json; a_history_of_the_second_united_states_armored_division_01KTACETX1WEW4BZEBHEHX565D.json; general_krueger_report_01KRSWWNXWFXBX6BK5CRG08Q16.json,0,
"Overseas assignment, 1943 (including North Africa).",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),9,cos_44_5th_mtg_o_7_jan_44_01KPTACG03MF8E50PDEB4W5XC5.json; a_history_of_the_second_united_states_armored_division_01KTC6TXE50NV5RV9J4CCJD22P.json; ch_i_01KQ663BC560ZY6C8AQKGCD1JE.json; a_history_of_the_second_united_states_armored_division_01KTACETX1WEW4BZEBHEHX565D.json; general_krueger_report_01KRSWWNXWFXBX6BK5CRG08Q16.json,0,
Interview #2 – U.S. defense of England so British could concentrate on North Africa.,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),9,cos_44_5th_mtg_o_7_jan_44_01KPTACG03MF8E50PDEB4W5XC5.json; a_history_of_the_second_united_states_armored_division_01KTC6TXE50NV5RV9J4CCJD22P.json; ch_i_01KQ663BC560ZY6C8AQKGCD1JE.json; a_history_of_the_second_united_states_armored_division_01KTACETX1WEW4BZEBHEHX565D.json; general_krueger_report_01KRSWWNXWFXBX6BK5CRG08Q16.json,0,
Interview #3 – Arrival of U.S. troops in England for Operation Torch; 34th Infantry,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),23,torch_01KPVZ4Z9C3SRVEJCJM5ACARPE.json; cbl_to_eisenhower_6_aug_42_draft_in_memo_handy_for_classified_mc_01KQ64XM9DA0RYS7BHHJRVWWKV.json; notes_of_a_conference_held_at_the_white_house_at_830_pm_july_30_1942_01KPT6HDB14AJS642G511P2AJ1.json; memorandum_for_wd_classified_mc_commander_for_torch_01KPVZ4XX941T9WPEGJTYTETB3.json; torch_and_the_european_theater_of_operations_the_administrative_and_logistical_h_01KPVZQ8EKR6TF67YZ2SQNHGSP.json,0,
Division in North Africa and Italy.,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),9,cos_44_5th_mtg_o_7_jan_44_01KPTACG03MF8E50PDEB4W5XC5.json; a_history_of_the_second_united_states_armored_division_01KTC6TXE50NV5RV9J4CCJD22P.json; ch_i_01KQ663BC560ZY6C8AQKGCD1JE.json; a_history_of_the_second_united_states_armored_division_01KTACETX1WEW4BZEBHEHX565D.json; general_krueger_report_01KRSWWNXWFXBX6BK5CRG08Q16.json,0,
Planning Operation TORCH.,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),23,torch_01KPVZ4Z9C3SRVEJCJM5ACARPE.json; cbl_to_eisenhower_6_aug_42_draft_in_memo_handy_for_classified_mc_01KQ64XM9DA0RYS7BHHJRVWWKV.json; notes_of_a_conference_held_at_the_white_house_at_830_pm_july_30_1942_01KPT6HDB14AJS642G511P2AJ1.json; memorandum_for_wd_classified_mc_commander_for_torch_01KPVZ4XX941T9WPEGJTYTETB3.json; torch_and_the_european_theater_of_operations_the_administrative_and_logistical_h_01KPVZQ8EKR6TF67YZ2SQNHGSP.json,0,
Interview #10 – Gen. Condon’s solution to religious problem among laborers in MidEast; supplying inv,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),9,cos_44_5th_mtg_o_7_jan_44_01KPTACG03MF8E50PDEB4W5XC5.json; a_history_of_the_second_united_states_armored_division_01KTC6TXE50NV5RV9J4CCJD22P.json; ch_i_01KQ663BC560ZY6C8AQKGCD1JE.json; a_history_of_the_second_united_states_armored_division_01KTACETX1WEW4BZEBHEHX565D.json; general_krueger_report_01KRSWWNXWFXBX6BK5CRG08Q16.json,0,
DDE in Algiers.,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),3,meetings_at_algiers_between_churchill_marshall_eisenhower_and_others_29_and_31_m_01KQ661Y58YA3665B36XBZ642B.json; min_of_trident_conf_01KQ66201N0XKS2GSP9PFGYR1A.json; minutes_of_trident_conference_01KPT989RHJCGB6QNARFXXPQ7K.json,0,
"Commanding General, North Africa Theater, 1944; Deputy Supreme Commander,",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),9,cos_44_5th_mtg_o_7_jan_44_01KPTACG03MF8E50PDEB4W5XC5.json; a_history_of_the_second_united_states_armored_division_01KTC6TXE50NV5RV9J4CCJD22P.json; ch_i_01KQ663BC560ZY6C8AQKGCD1JE.json; a_history_of_the_second_united_states_armored_division_01KTACETX1WEW4BZEBHEHX565D.json; general_krueger_report_01KRSWWNXWFXBX6BK5CRG08Q16.json,0,
Interview #3 – Devers’ transfer to Africa,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),9,cos_44_5th_mtg_o_7_jan_44_01KPTACG03MF8E50PDEB4W5XC5.json; a_history_of_the_second_united_states_armored_division_01KTC6TXE50NV5RV9J4CCJD22P.json; ch_i_01KQ663BC560ZY6C8AQKGCD1JE.json; a_history_of_the_second_united_states_armored_division_01KTACETX1WEW4BZEBHEHX565D.json; general_krueger_report_01KRSWWNXWFXBX6BK5CRG08Q16.json,0,
Interview #4 – Re-equipping the French in North Africa during World War II; comments,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),9,cos_44_5th_mtg_o_7_jan_44_01KPTACG03MF8E50PDEB4W5XC5.json; a_history_of_the_second_united_states_armored_division_01KTC6TXE50NV5RV9J4CCJD22P.json; ch_i_01KQ663BC560ZY6C8AQKGCD1JE.json; a_history_of_the_second_united_states_armored_division_01KTACETX1WEW4BZEBHEHX565D.json; general_krueger_report_01KRSWWNXWFXBX6BK5CRG08Q16.json,0,
"specializing in Africa; advisor to U.S. delegation to Untied States, 1955",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),9,cos_44_5th_mtg_o_7_jan_44_01KPTACG03MF8E50PDEB4W5XC5.json; a_history_of_the_second_united_states_armored_division_01KTC6TXE50NV5RV9J4CCJD22P.json; ch_i_01KQ663BC560ZY6C8AQKGCD1JE.json; a_history_of_the_second_united_states_armored_division_01KTACETX1WEW4BZEBHEHX565D.json; general_krueger_report_01KRSWWNXWFXBX6BK5CRG08Q16.json,0,
Planning operations Torch and Overlord.,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),23,torch_01KPVZ4Z9C3SRVEJCJM5ACARPE.json; cbl_to_eisenhower_6_aug_42_draft_in_memo_handy_for_classified_mc_01KQ64XM9DA0RYS7BHHJRVWWKV.json; notes_of_a_conference_held_at_the_white_house_at_830_pm_july_30_1942_01KPT6HDB14AJS642G511P2AJ1.json; memorandum_for_wd_classified_mc_commander_for_torch_01KPVZ4XX941T9WPEGJTYTETB3.json; torch_and_the_european_theater_of_operations_the_administrative_and_logistical_h_01KPVZQ8EKR6TF67YZ2SQNHGSP.json,0,
Interview #1 – Anecdote regarding Gen. Walter Bedell Smith and Operation Torch; the,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),23,torch_01KPVZ4Z9C3SRVEJCJM5ACARPE.json; cbl_to_eisenhower_6_aug_42_draft_in_memo_handy_for_classified_mc_01KQ64XM9DA0RYS7BHHJRVWWKV.json; notes_of_a_conference_held_at_the_white_house_at_830_pm_july_30_1942_01KPT6HDB14AJS642G511P2AJ1.json; memorandum_for_wd_classified_mc_commander_for_torch_01KPVZ4XX941T9WPEGJTYTETB3.json; torch_and_the_european_theater_of_operations_the_administrative_and_logistical_h_01KPVZQ8EKR6TF67YZ2SQNHGSP.json,0,
"Operation Torch, planning for Operation Torch); problems connected with Operation",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),23,torch_01KPVZ4Z9C3SRVEJCJM5ACARPE.json; cbl_to_eisenhower_6_aug_42_draft_in_memo_handy_for_classified_mc_01KQ64XM9DA0RYS7BHHJRVWWKV.json; notes_of_a_conference_held_at_the_white_house_at_830_pm_july_30_1942_01KPT6HDB14AJS642G511P2AJ1.json; memorandum_for_wd_classified_mc_commander_for_torch_01KPVZ4XX941T9WPEGJTYTETB3.json; torch_and_the_european_theater_of_operations_the_administrative_and_logistical_h_01KPVZQ8EKR6TF67YZ2SQNHGSP.json,0,
"Torch (incl. missing plans, the map incident, logistical difficulties, the French",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),23,torch_01KPVZ4Z9C3SRVEJCJM5ACARPE.json; cbl_to_eisenhower_6_aug_42_draft_in_memo_handy_for_classified_mc_01KQ64XM9DA0RYS7BHHJRVWWKV.json; notes_of_a_conference_held_at_the_white_house_at_830_pm_july_30_1942_01KPT6HDB14AJS642G511P2AJ1.json; memorandum_for_wd_classified_mc_commander_for_torch_01KPVZ4XX941T9WPEGJTYTETB3.json; torch_and_the_european_theater_of_operations_the_administrative_and_logistical_h_01KPVZQ8EKR6TF67YZ2SQNHGSP.json,0,
Africa); Gruenther’s association with Eisenhower (incl. the period from the North,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),9,cos_44_5th_mtg_o_7_jan_44_01KPTACG03MF8E50PDEB4W5XC5.json; a_history_of_the_second_united_states_armored_division_01KTC6TXE50NV5RV9J4CCJD22P.json; ch_i_01KQ663BC560ZY6C8AQKGCD1JE.json; a_history_of_the_second_united_states_armored_division_01KTACETX1WEW4BZEBHEHX565D.json; general_krueger_report_01KRSWWNXWFXBX6BK5CRG08Q16.json,0,
African campaign through V-E Day).,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),9,cos_44_5th_mtg_o_7_jan_44_01KPTACG03MF8E50PDEB4W5XC5.json; a_history_of_the_second_united_states_armored_division_01KTC6TXE50NV5RV9J4CCJD22P.json; ch_i_01KQ663BC560ZY6C8AQKGCD1JE.json; a_history_of_the_second_united_states_armored_division_01KTACETX1WEW4BZEBHEHX565D.json; general_krueger_report_01KRSWWNXWFXBX6BK5CRG08Q16.json,0,
North Africa; Operation Torch and Guadalcanal as turning points in war; risks involved,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),31,cos_44_5th_mtg_o_7_jan_44_01KPTACG03MF8E50PDEB4W5XC5.json; torch_01KPVZ4Z9C3SRVEJCJM5ACARPE.json; cbl_to_eisenhower_6_aug_42_draft_in_memo_handy_for_classified_mc_01KQ64XM9DA0RYS7BHHJRVWWKV.json; notes_of_a_conference_held_at_the_white_house_at_830_pm_july_30_1942_01KPT6HDB14AJS642G511P2AJ1.json; memorandum_for_wd_classified_mc_commander_for_torch_01KPVZ4XX941T9WPEGJTYTETB3.json,0,
in Operation Torch; Operation Torch; examples of Middle East theater; Casablanca,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),39,ccs_56th_mtg_14_jan_43_01KPT6SHVNEYQB346DARHTT0PH.json; ccs_55th_meeting_minutes_14_january_1943_01KPT6RW6F0EDS7SPFQSF9FD8B.json; torch_01KPVZ4Z9C3SRVEJCJM5ACARPE.json; cbl_to_eisenhower_6_aug_42_draft_in_memo_handy_for_classified_mc_01KQ64XM9DA0RYS7BHHJRVWWKV.json; notes_of_a_conference_held_at_the_white_house_at_830_pm_july_30_1942_01KPT6HDB14AJS642G511P2AJ1.json,0,
"Interview #3 – Handy’s inspection trip to North Africa, spring 1943",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),9,cos_44_5th_mtg_o_7_jan_44_01KPTACG03MF8E50PDEB4W5XC5.json; a_history_of_the_second_united_states_armored_division_01KTC6TXE50NV5RV9J4CCJD22P.json; ch_i_01KQ663BC560ZY6C8AQKGCD1JE.json; a_history_of_the_second_united_states_armored_division_01KTACETX1WEW4BZEBHEHX565D.json; general_krueger_report_01KRSWWNXWFXBX6BK5CRG08Q16.json,0,
Background for first meeting with DDE: Roosevelt; work in North Africa; deGaulle.,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),9,cos_44_5th_mtg_o_7_jan_44_01KPTACG03MF8E50PDEB4W5XC5.json; a_history_of_the_second_united_states_armored_division_01KTC6TXE50NV5RV9J4CCJD22P.json; ch_i_01KQ663BC560ZY6C8AQKGCD1JE.json; a_history_of_the_second_united_states_armored_division_01KTACETX1WEW4BZEBHEHX565D.json; general_krueger_report_01KRSWWNXWFXBX6BK5CRG08Q16.json,0,
First meeting with DDE: briefing DDE on North Africa; impressions of DDE;,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),9,cos_44_5th_mtg_o_7_jan_44_01KPTACG03MF8E50PDEB4W5XC5.json; a_history_of_the_second_united_states_armored_division_01KTC6TXE50NV5RV9J4CCJD22P.json; ch_i_01KQ663BC560ZY6C8AQKGCD1JE.json; a_history_of_the_second_united_states_armored_division_01KTACETX1WEW4BZEBHEHX565D.json; general_krueger_report_01KRSWWNXWFXBX6BK5CRG08Q16.json,0,
establishing an Allied headquarters in Algiers. Dulles and Suez.,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),3,meetings_at_algiers_between_churchill_marshall_eisenhower_and_others_29_and_31_m_01KQ661Y58YA3665B36XBZ642B.json; min_of_trident_conf_01KQ66201N0XKS2GSP9PFGYR1A.json; minutes_of_trident_conference_01KPT989RHJCGB6QNARFXXPQ7K.json,0,
"Interview #1 – Comments on carrying messages to DDE: in North Africa, re French",https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),9,cos_44_5th_mtg_o_7_jan_44_01KPTACG03MF8E50PDEB4W5XC5.json; a_history_of_the_second_united_states_armored_division_01KTC6TXE50NV5RV9J4CCJD22P.json; ch_i_01KQ663BC560ZY6C8AQKGCD1JE.json; a_history_of_the_second_united_states_armored_division_01KTACETX1WEW4BZEBHEHX565D.json; general_krueger_report_01KRSWWNXWFXBX6BK5CRG08Q16.json,0,
Planning responsibilities with II Corps in North Africa and Clark’s Fifth Army.,https://www.eisenhowerlibrary.gov/sites/default/files/research/subject-guides/pdf/north-african-campaign.pdf,,ORAL HISTORIES: Box 1,North African Campaign (Subject Guide),1083,second_br_army_g_2_to_xix_corps_g_2_01KPT0Q6M0WRKZ8WJX7ES7YR8Q.json; rpt_of_abn_phase_101st_abn_div_and_a_graphic_account_of_the_82d_airborne_divisio_01KTC74CC2R7R21SB7XTTAPC27.json; vii_corps_fo_12_8_nov_44_01KT7ZDAVWGPFB4P95PZFS035S.json; 90th_div_msg_1105_8_jul_and_viii_corps_msg_0940_9_jul_viii_corps_g_3_jnl_and_fil_01KPVTVWPVBHW2AX91673RS3ST.json; xii_corps_spearhead_of_pattons_third_army_01KS45GYFK1SZHTS9E3EGA4AGJ.json,0,
